,project,link,amount,tags,dune_namespace,oso_name
480,Layer 2 Landscape,https://app.optimism.io/retropgf-discovery/0x7a48A728d9Fd2d5a55c545c4378E5bA909349E90,25407.0,RetroPGF2,,optimism-box-truffle
481,Buildooor,https://vote.optimism.io/retropgf/3/application/0xa38d1ea3ce71d1aec3c40e3159aa2efeede0bed790b8c809488a3db69dbbb22b,39670.22,RetroPGF3,,optimism-gas-tracker-buildooor
482,Optimism Prices Contracts,https://vote.optimism.io/retropgf/3/application/0x2436f1b74b54ca65793596f47abf27a6f333057f0d76d0c4224723e5a93832a8,30297.76,RetroPGF3,,optimism-prices
483,Optimism Prices Contracts,https://app.optimism.io/retropgf-discovery/0x82D54397B88CE80Ea2Df9aD049213ACb47dc2523,5973.0,RetroPGF2,,optimism-prices
484,Optimism Resource Center,https://vote.optimism.io/retropgf/3/application/0xc591d19f15acefac79bddeb5e9d79e7425558c53fc87a5b3425cd1febacc8141,19875.86,RetroPGF3,,optimism-resource-center-govguide
485,Optimystics,https://vote.optimism.io/retropgf/3/application/0xfd664805607a6c8e26bed11d372f794ac465462bc171a4b6992b84143876cc3a,29813.79,RetroPGF3,,optimystics
486,ENS Wildcard Domains,https://gov.optimism.io/t/draft-gf-phase-1-proposal-ens-wildcard-domains/5044,45000.0,"Grants Season 3, Cycle 10, Builders Grant",,optinames-optimismresolver
487,OptiNames | ENS on Optimism 🔴,https://vote.optimism.io/retropgf/3/application/0xd283248f9b998c566b07a1868dc87d7bed5f702f68ec23d9dd540ee359be70f2,49689.64,RetroPGF3,,optinames-optimismresolver
488,Optinames | ENS on Optimism,https://app.optimism.io/retropgf-discovery/0x1208a26FAa0F4AC65B42098419EB4dAA5e580AC6,13930.0,RetroPGF2,,optinames-optimismresolver
489,Superchain Resolver: Manage ENS Records on OP Chains (storage proofs),https://app.charmverse.io/op-grants/page-2502347076963445,34000.0,"Grants Season 4, Cycle 15, Builders Grant",,optinames-optimismresolver
490,Otterscan,https://vote.optimism.io/retropgf/3/application/0x5c84f2c69cd6044c8a9275924a2c4040acbc8e31572260526d9b0bd028eabf04,170364.91,RetroPGF3,,otterscan
491,Otterscan,https://app.optimism.io/retropgf-discovery/0xd31b671F1a398B519222FdAba5aB5464B9F2a3Fa,68835.0,RetroPGF2,,otterscan
492,Otterspace,https://gov.optimism.io/t/ready-gf-phase-1-proposal-otterspace-v2/3583,50000.0,"Grants Season 2, Cycle 7 (Phase 1)",,otterspace-xyz
493,Otterspace,https://app.optimism.io/retropgf-discovery/0x0AB7C4123e84c975008fcfcb14f07152bb711F82,10500.0,RetroPGF2,,otterspace-xyz
494,Pairwise,https://vote.optimism.io/retropgf/3/application/0xefa8ac63c7c8ba12ad5e43575ea25cd2d60fc44d38f6c83aea47ca6a7a05662d,96208.59,RetroPGF3,,pairwise-general-magic
495,Pairwise,https://app.optimism.io/retropgf-discovery/0x4d5Dd4d81D773c05cE27AbA03e2f3E346c3F8E54,7805.0,RetroPGF2,,pairwise-general-magic
496,Pairwise: Tinder UX for web3 community signaling,https://gov.optimism.io/t/final-pairwise-tinder-ux-for-web3-community-signaling/6142,95000.0,"Missions Season 4, Cycle 13, Intent 4, Builders Grant",,pairwise-general-magic
497,Pheasant Network,https://vote.optimism.io/retropgf/3/application/0xe7f9ad888086ccc95ea11472ae068c93a22e9cb9dc14162c1987adf67995a8f0,24579.48,RetroPGF3,,pheasant-network
498,Pin Save - decentralized Pinterest,https://vote.optimism.io/retropgf/3/application/0xc613e2a991ce0dbcf8fae1d6128e67543da9710e14831112fba654cc8fe8c389,19875.86,RetroPGF3,,dspytdao
499,Remix CC,https://vote.optimism.io/retropgf/3/application/0x36971f3eca782399ac07ca77c8e49d66e066eece8fe10fdbc121a3176db59c46,19875.86,RetroPGF3,,plancker-labs
500,Downstream,https://vote.optimism.io/retropgf/3/application/0x60e8b63d4c87c43409731ac1370379af9884f7239cf69b052fb36c14d121f736,0.0,RetroPGF3,,playmint
501,Pocket Network,https://vote.optimism.io/retropgf/3/application/0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,61771.18,RetroPGF3,,pokt-foundation
502,Pocket Network,https://app.optimism.io/retropgf-discovery/0xb89e800719a96c609dB746397b7d2c3B917694e0,58181.0,RetroPGF2,,pokt-network
503,Chaintrap,https://gov.optimism.io/t/final-chaintrap-builders-cycle-11/5526,10000.0,"Grants Season 3, Cycle 11, Builders Grant",,polysensus-chaintrap
504,Ponder,https://vote.optimism.io/retropgf/3/application/0x134cdf191a5a805f5069b74bff91a1e2f641053908d50ab9c2531de6baf03de1,49689.64,RetroPGF3,,ponder-surveys
505,Prettier Solidity,https://vote.optimism.io/retropgf/3/application/0xa1ba547a93ddb2d5273ad0960f42b4c2d1a1dd92fe945b019787a937c5e9c705,92656.28,RetroPGF3,,prettier-solidity
506,Prettier Solidity,https://app.optimism.io/retropgf-discovery/0xFc756d8632A19CEbd76560CE0A6967279E32131b,43834.0,RetroPGF2,,prettier-solidity
507,Lore,https://vote.optimism.io/retropgf/3/application/0x0eb54adbc7b4564eea0b18f9270d201dde386ad9aba771dff0cc0370ca4df523,59627.57,RetroPGF3,,project-squallet-refractor-labs
508,Protocol Guild,https://vote.optimism.io/retropgf/3/application/0x2a1d784639add63bb313c3836b5dc1421d0a775d4cf7459c97bfbee95f39e26f,663853.62,RetroPGF3,,protocol-guild
509,Protocol Guild,https://app.optimism.io/retropgf-discovery/0x4C0a466DF0628FE8699051b3Ac6506653191cc21,557301.0,RetroPGF2,,protocol-guild
510,Public Assembly ,https://vote.optimism.io/retropgf/3/application/0x772cd778c83db4986af453df66bd3d6f93348ec07cf134385dccef9ecb2e5780,49689.64,RetroPGF3,,public-assembly
511,PWN DAO,https://vote.optimism.io/retropgf/3/application/0xfccc7c07d594efcee70f43a21fef3d041ccb420014f8415122c54e74c47dbe16,37267.23,RetroPGF3,,pwnfinance
512,Quark ID,https://app.optimism.io/retropgf-discovery/0x5A930B098Ed8D58dD4590577af85a8E864A8F6fE,4029.0,RetroPGF2,,quark-id
513,Questbook,https://app.optimism.io/retropgf-discovery/0x45755F5e7d3b1cdB1AaF1Fe786c415e47Bed2f43,1015.0,RetroPGF2,,questbook
514,RADAR,https://vote.optimism.io/retropgf/3/application/0xa10952029e2cea8e74682ea75ae2214e1a5ab43f4130f36a387aa1e772f35fa3,49689.64,RetroPGF3,,radardao-xyz
515,RadicalxChange,https://app.optimism.io/retropgf-discovery/0x3945D766185E2264900C84faC10958B3619C2bD4,70988.0,RetroPGF2,,radicalxchange
516,RadicalxChange Foundation,https://vote.optimism.io/retropgf/3/application/0x257a1cd3636dacb61acfaf682f07d3753453246858145ba32c5de11284bd9c5a,52755.99,RetroPGF3,,radicalxchange
517,RareSkills,https://app.optimism.io/retropgf-discovery/0x4879DF2Ba195a69C178133F44E278c0f64797Ca5,8449.0,RetroPGF2,,rareskills
518,Remix Project,https://vote.optimism.io/retropgf/3/application/0xfc31f53ebad145efbb22244d8bb6a7a34b226353b89675f46d04ed0089dd931b,248448.21,RetroPGF3,,remix-project
519,Remix Project,https://app.optimism.io/retropgf-discovery/0x2ba1aebA3fBd69aa74944F17326Bfdc229fD986E,151676.0,RetroPGF2,,remix-project
520,OP Reth,https://vote.optimism.io/retropgf/3/application/0x356900a8a5aa893d522dfcd67cc89f6472f8793ea8cf41088b47833ff1c16b5f,149068.93,RetroPGF3,,reth-paradigmxyz
521,RetroPGF Hub,https://vote.optimism.io/retropgf/3/application/0xb8ab3791f36218d548c3356ec308d82d1d4479a1c93552d39c40962ad74b898c,44720.68,RetroPGF3,,retropgf-hub-fwb-creators
522,revm,https://vote.optimism.io/retropgf/3/application/0x17e2c8ce0820b7ff172084cd69c6c2b4cdbd65e20e8af8a8f2c96b8401fb22c7,198758.57,RetroPGF3,,revm-bluealloy
523,Revoke.cash,https://vote.optimism.io/retropgf/3/application/0xa0ef6246d5c1dc17417db2b0f2b0b3aa3113f9c6df5920e93ac1e0c639a5bd1e,149068.93,RetroPGF3,,revoke-cash
524,Revoke.cash,https://app.optimism.io/retropgf-discovery/0xe126b3E5d052f1F575828f61fEBA4f4f2603652a,73490.0,RetroPGF2,,revoke-cash
525,Revolte,https://vote.optimism.io/retropgf/3/application/0xc80e8d0f165b8d28ebb3ed0a92450b245dec416c1376659bc1ea5adc0e9777a4,20648.03,RetroPGF3,,revolte-pgrandne
526,Revolte,https://app.optimism.io/retropgf-discovery/0xAC4DDaf8FBfFba0f1e8c7619720335FD4f03EaCD,2801.0,RetroPGF2,,revolte-pgrandne
527,DeNotify,https://gov.optimism.io/t/denotify-builder-grant-cycle-11/5480,25000.0,"Grants Season 3, Cycle 11, Builders Grant",,robo-labs
528,roll-op,https://vote.optimism.io/retropgf/3/application/0x9f375d025498e4a6e457e9bbd517f1c75395fbc521bb3300f85b02ed6cbbe5d1,74534.46,RetroPGF3,,roll-op-0xfableorg
529,simple-op-stack-rollup,https://app.charmverse.io/op-grants/proposals?id=a6e6bfb8-75bd-41bd-acb1-618c3c62e667,45000.0,"Grants Season 4, Cycle 13, Builders Grant",,roll-op-0xfableorg
530,Rotki,https://gov.optimism.io/t/ready-gf-phase-1-rotki/2732/,190770.0,"Grants Season 1, Cycle 2 (Phase 1)",,rotki
531,Rotki,https://gov.optimism.io/t/draft-gf-phase-1-proposal-rotki/5025,40000.0,"Grants Season 3, Cycle 10, Builders Grant",,rotki
532,rotki,https://vote.optimism.io/retropgf/3/application/0xf307abb7638c184e3836beb422abf8cd36b7fd2bbb4fbd0fdeadf7ab7047a8c8,149068.93,RetroPGF3,,rotki
533,rotki,https://app.optimism.io/retropgf-discovery/0x9531C059098e3d194fF87FebB587aB07B30B1306,145273.0,RetroPGF2,,rotki
534,Grandine,https://vote.optimism.io/retropgf/3/application/0x00007821871c29a7f1377bcfe3e02d474777111d71b541884ea014d1aa9a1b96,42236.2,RetroPGF3,,rust-kzg-sifraitech
535,Inheriti® Data Backup and Digital Inheritance Solution,https://app.charmverse.io/op-grants/page-958486149785867,28000.0,"Grants Season 4, Cycle 15, Builders Grant",,safehaven-io
536,"Integrating Optimism in SafeSwap, atomic swap bridge for native tokens",https://app.charmverse.io/op-grants/page-16476408930919728,20000.0,"Grants Season 4, Cycle 14, Builders Grant",,safehaven-io
537,Scalind - OP Chains constructor,https://app.charmverse.io/op-grants/page-5043319536236994,35000.0,"Grants Season 4, Cycle 15, Builders Grant",,scalind
538,PR0,https://vote.optimism.io/retropgf/3/application/0x938958cbd40bff58453dad061a22b9ee0e525767622cc363bdd69af8f9b2d9c7,65585.86,RetroPGF3,,scryprotocol
539,Scry,https://app.optimism.io/retropgf-discovery/0x9D31e30003f253563Ff108BC60B16Fdf2c93abb5,5325.0,RetroPGF2,,scryprotocol
540,Scry: Fully Decentralized and Independent Oracle and Data Infrastructure,https://gov.optimism.io/t/final-scry-protocol-fully-decentralized-and-independent-oracle-and-data-infrastructure/6141,140000.0,"Missions Season 4, Cycle 13, Fledgling, Builders Grant",,scryprotocol
541,Scry: Fully Decentralized and Independent Oracle and Data Infrastructure,https://gov.optimism.io/t/final-scry-protocol-fully-decentralized-and-independent-oracle-and-data-infrastructure/6141,60000.0,"Missions Season 4, Cycle 13, Fledgling",,scryprotocol
542,seal: UI for smart contracts,https://app.charmverse.io/op-grants/page-27099331034968377,100000.0,"Grants Season 4, Cycle 15, RFG2",,seal-inc
543,Seamless Protocol,https://vote.optimism.io/retropgf/3/application/0x7f2bcd6d20e753b49c12c96eee3304715ecb33bdc6750c572530c90750e47713,59627.57,RetroPGF3,,seamless-protocol
544,Secureum,https://vote.optimism.io/retropgf/3/application/0xf3556b88ce615a95656a66b816dccd3aafa786e47905a2bf5f40af726c481ebd,99379.28,RetroPGF3,,secureum-race
545,Seedle,https://vote.optimism.io/retropgf/3/application/0x3192905c60d595504b29dcbea66d0ab0fa07cf37eccd422726a2f87287f720b3,0.0,RetroPGF3,,seedlefinance
546,ShapeShift,https://gov.optimism.io/t/gf-phase-2-growth-proposal-shapeshift-dao/5568,200000.0,"Grants Season 3, Cycle 11",,shapeshift
547,ShapeShift DAO,https://vote.optimism.io/retropgf/3/application/0xbac29b5be9a91892eae39f804c408fe66bf8b4772710f35a475eae07d1967a6b,59627.57,RetroPGF3,,shapeshift
548,[RFG-3] Sherlock Audits,https://app.charmverse.io/op-grants/page-8451256064211878,200000.0,"Grants Season 4, Cycle 15, RFG3",,sherlock-audit
549,Karma,https://vote.optimism.io/retropgf/3/application/0x643b377b91001dfe0b6badb91cfb0b79ef97510ccf731cbeb29166cb2d55415a,69565.5,RetroPGF3,,show-karma
550,Karma Dashboard,https://gov.optimism.io/t/ready-gf-phase-1-proposal-karma-delegate-dashboard/3411/1,10000.0,"Grants Season 2, Cycle 7 (Phase 1)",,show-karma
551,Karma Discourse,https://gov.optimism.io/t/ready-gf-phase-1-proposal-karma-discourse-forum-plugin/3412,15000.0,"Grants Season 2, Cycle 7 (Phase 1)",,show-karma
552,Karma Grantee Accountability Platform,https://app.charmverse.io/op-grants/proposals?id=87b242c9-0190-4624-ae9e-09bbce4ee032,30000.0,"Grants Season 4, Cycle 13, Builders Grant",,show-karma
553,Karma delegate registry,https://gov.optimism.io/t/draft-gf-phase-1-proposal-karma-delegate-registry/4982,50000.0,"Grants Season 3, Cycle 10, Builders Grant",,show-karma
554,Front running protection,https://gov.optimism.io/t/draft-gf-phase-1-proposal-front-running-protection-via-shielded-mempool-for-op-stack-using-threshold-encryption/5036,30000.0,"Grants Season 3, Cycle 10, Builders Grant",,shutter-network
555,Slither,https://vote.optimism.io/retropgf/3/application/0xdc83083060482b77d672b1ce442d426f9c9843bd5f6bd2b994a3bdc70489e3d0,121739.62,RetroPGF3,,slither-crytic
556,Slither,https://app.optimism.io/retropgf-discovery/0xA6826463a53bBe3d673f7e61E94a6099581FfC7d,38926.0,RetroPGF2,,slither-crytic
557,Slugs,https://vote.optimism.io/retropgf/3/application/0x2d93c0eca3a25f1350286a43e12958aef2292c5213adc111db326b40f67098cc,19875.86,RetroPGF3,,slugs-protocol-bernatfp
558,Small Brain Games,https://vote.optimism.io/retropgf/3/application/0x9a3872d9d2a22b3d9e0cd88a7169fbc897a3aea36159e62253be38c06cf97bb2,114285.18,RetroPGF3,,smallbraingames
559,Small Brain Games,https://app.optimism.io/retropgf-discovery/0xc152Cc22488f1383E675f5738dF9a4244fB113a5,28261.0,RetroPGF2,,smallbraingames
560,Smock,https://app.optimism.io/retropgf-discovery/0x3B1E17b3FC8B2B2c5FBb995Fb3E1dE95a4D7cF7D,13684.0,RetroPGF2,,defi-wonderland
561,draper,https://vote.optimism.io/retropgf/3/application/0x0ce37173aac4d925ca6434dc28b7fad840870ec6ee27bda8c7db4685cb6fd812,89441.36,RetroPGF3,,smoldapp
562,Snapshot,https://vote.optimism.io/retropgf/3/application/0xfadf25227cc176c7ede5ca6453f663bf57947c42664768e00de9f71c1a907c41,198758.57,RetroPGF3,,snapshot-labs
563,Snapshot,https://app.optimism.io/retropgf-discovery/0xf9551c66995eD3Ff9bb05C9Fd7ff148Bd75dc99a,145699.0,RetroPGF2,,snapshot-labs
564,🐍 snekmate,https://vote.optimism.io/retropgf/3/application/0x2ef1439654b9728dc8e5412623d8fc1374bd6ab1ab919d018b39cf52613e4e4d,49689.64,RetroPGF3,,snekmate
565,🐍 snekmate,https://app.optimism.io/retropgf-discovery/0x07bF3CDA34aA78d92949bbDce31520714AB5b228,48081.0,RetroPGF2,,snekmate
566,Solady,https://app.optimism.io/retropgf-discovery/0x1F5D295778796a8b9f29600A585Ab73D452AcB1c,45019.0,RetroPGF2,,solady-vectorized
567,Vectorized,https://vote.optimism.io/retropgf/3/application/0x71e490b88c1fcd2eec579fd0d16da882c82aa9f86b8f7b0ae3ce2096139dc22f,99379.28,RetroPGF3,,solady-vectorized
568,Soldeer,https://app.charmverse.io/op-grants/page-6940426090315701,30000.0,"Grants Season 4, Cycle 15, Builders Grant",,soldeer-mario-eth
569,Protofire Blockchain Learning Path,https://vote.optimism.io/retropgf/3/application/0x49fdb9c842a1295fd27af6adfca0941414c3b7f6e69aa056bb9418a9a629c2eb,19875.86,RetroPGF3,,solhint-protofire
570,Solhint,https://app.optimism.io/retropgf-discovery/0x5fC34D03cFdf145Db5f3c5B5558e39a4164AAa30,22973.0,RetroPGF2,,solhint-protofire
571,Solid Grinder : smart contract CLI to do gas optimization on Optimism,https://app.charmverse.io/op-grants/page-14817603934853052,25000.0,"Grants Season 4, Cycle 14, Builders Grant",,solid-grinder-ratimon
572,Solidity,https://vote.optimism.io/retropgf/3/application/0xef65b1e277e1c7398bbd8a10c623d53dbbb64474ea68b6484e9ccf5c9c0cc494,422361.96,RetroPGF3,,solidity
573,Solidity,https://app.optimism.io/retropgf-discovery/0x151EF20A3ADe1CC1161391594f8a32461389a54e,217383.0,RetroPGF2,,solidity
574,solidity-analyzer,https://vote.optimism.io/retropgf/3/application/0xf6a4e9d22c8d7ee7fd67c5416493a53c3936a9c7fd4f26132bf29831fe7a0e8f,34782.75,RetroPGF3,,solidity-analyzer-parmanuxyz
575,Soul Wallet,https://vote.optimism.io/retropgf/3/application/0x641fe0827e471069d6c0d2aa3a0688393aa20c3c845da252b4c8450cdee29630,99379.28,RetroPGF3,,soulwallet
576,Sourcify,https://vote.optimism.io/retropgf/3/application/0x2c95b50db5da51867c96da2c76773472d2aad9a63f473a3e8096e9b4cbf3f29b,198758.57,RetroPGF3,,sourcify-ethereum
577,Sourcify,https://app.optimism.io/retropgf-discovery/0xAA6042aa65eb93C6439cDaeBC27B3bd09c5DFe94,30744.0,RetroPGF2,,sourcify-ethereum
578,SpaghettETH,https://vote.optimism.io/retropgf/3/application/0x3a6d7fdd39d0752fc14a0127b0ad5e5700c701ee7f359214121069e899969c58,19875.86,RetroPGF3,,spaghetteth
579,Cantina.xyx and Spearbit Labs: RFG-3,https://app.charmverse.io/op-grants/page-06581358639748647,400000.0,"Grants Season 4, Cycle 15, RFG3",,spearbit-portfolio
580,Spearbit,https://vote.optimism.io/retropgf/3/application/0x7c45354a60d2e984beb565b698bd3c04a0901ca065bc788459023f03c3b1cfa2,49689.64,RetroPGF3,,spearbit-portfolio
581,ChugSplash,https://app.optimism.io/retropgf-discovery/0x4856e043a1F2CAA8aCEfd076328b4981Aca91000,27968.0,RetroPGF2,,sphinx-chugsplash
582,Sphinx (formerly ChugSplash),https://vote.optimism.io/retropgf/3/application/0x64c29212540213b6f6e552332edc7fc08bd51680e3a748386b4b4ef0323f62db,49689.64,RetroPGF3,,sphinx-chugsplash
583,State Channels,https://vote.optimism.io/retropgf/3/application/0x6fb1521598b6e2417c6439d4350c577ab1609f2bd9a3cdfdfa1267cfa52789e1,62112.05,RetroPGF3,,statechannels
584,StreamETH,https://vote.optimism.io/retropgf/3/application/0x9ae606d30dc33cdb405ea16e48fd055ba496a088cd4cc7efec488db659a296d2,99379.28,RetroPGF3,,streamethorg
585,Synpress,https://vote.optimism.io/retropgf/3/application/0x7992f31ac0db3aad3dc7edead1a3670a6be071703212129f3a396c043cb23e84,99379.28,RetroPGF3,,synpress-synthexio
586,Synthetix IPFS Node,https://vote.optimism.io/retropgf/3/application/0x173710a47aa4f7feb17dab57db62f8ef0eb3e496a67aeb9541a78e4efcdb312a,39751.71,RetroPGF3,,synthetix-node-synthetixio
587,Tally Ho ,https://gov.optimism.io/t/review-gf-phase-1-proposal-optimism-tally-ho/3517/41,400000.0,"Grants Season 2, Cycle 8 (Phase 1)",,taho-wallet
588,Teku,https://app.optimism.io/retropgf-discovery/0xFF7B65dDc2Ffb7f6AC527b4C2F048946B3A5eaF3,78200.0,RetroPGF2,,teku-consensys
589,Tenderly,https://vote.optimism.io/retropgf/3/application/0x63506f0d71ed13eb435d76d593ad9d466dec78e7e19417538e8abde6e4d8ffe6,76445.53,RetroPGF3,,tenderly
590,Test in Prod,https://vote.optimism.io/retropgf/3/application/0x09a432ebeb70fe4d205e410b028c0ac46b04aa9e1e96b9fafdeb8dc06dbb22e0,273293.03,RetroPGF3,,testinprod-io
591,The Red Guild,https://vote.optimism.io/retropgf/3/application/0x08887fb11639636a61fda9a74730cc377d5bb7b66f68c8da13dd97f67bb4819d,74534.46,RetroPGF3,,theredguild
592,Tockable.xyz,https://vote.optimism.io/retropgf/3/application/0x14396f1320abe1af334cd3c05b25ad70f7b4d17be33ed54ac01dd9eabd5cb096,0.0,RetroPGF3,,tockable
593,Tokenbound: Tooling for 6551,https://app.charmverse.io/op-grants/page-39047688783064927,50000.0,"Grants Season 4, Cycle 15, RFG7",,tokenbound
594,Token Engineering Academy,https://vote.optimism.io/retropgf/3/application/0xb5386c6c0b8a2c05d49240513e2be7f96519b790a2a6037ce5fc19d318c5ff04,49689.64,RetroPGF3,,tokenengineeringcommunity
595,Travenesia,https://vote.optimism.io/retropgf/3/application/0xa838bacd4b72cce9d99f0489ad48c64ea9ad2b0c5b90c55075f8c5aec4a5bb6d,0.0,RetroPGF3,,travenesia
596,TrueBlocks,https://app.optimism.io/retropgf-discovery/0xf503017D7baF7FBC0fff7492b751025c6A78179b,71867.0,RetroPGF2,,trueblocks
597,TrueBlocks / Unchained Index,https://vote.optimism.io/retropgf/3/application/0xd7678550d5092dc6163c97666248ff136eae59c82e3bfd21905be13024d0662e,136646.52,RetroPGF3,,trueblocks
598,RegenScore,https://vote.optimism.io/retropgf/3/application/0xa3a9f7442c1e971a696a7f70f7eea524eff2a8685d279b143506a8f3cca22924,19875.86,RetroPGF3,,trusted-seed
599,Trusted Seed: REGEN Score,https://gov.optimism.io/t/final-regen-score/6167,95000.0,"Missions Season 4, Cycle 13, Intent 4, Builders Grant",,trusted-seed
600,Antoine,https://vote.optimism.io/retropgf/3/application/0xa2f3c16259f6eec775914f44a084ab251d93bfd7d109956b5a0b220edd1acd9a,49689.64,RetroPGF3,,tryethernal
601,⚡️ TurboETH,https://vote.optimism.io/retropgf/3/application/0x57f808acf22f28cb2bad6dfa0e86bc36f09569d4939fc3adfc83165d1e827d8d,49689.64,RetroPGF3,,turbo-eth
602,⚡️TurboETH - Web3 Build System,https://app.optimism.io/retropgf-discovery/0x761d584f1C2d43cBc3F42ECd739701a36dFFAa31,18272.0,RetroPGF2,,turbo-eth
603,TypeChain,https://app.optimism.io/retropgf-discovery/0x4d2F0Efdb2AD1d709d8522E7b5aa9f5181563617,44939.0,RetroPGF2,,dethcrypto
604,TypeChain / DethCode,https://vote.optimism.io/retropgf/3/application/0xa41c1671630bb1c1474b3ec7fecf4fc13f3bb292d29620a83878dfcd66ed4006,124224.11,RetroPGF3,,dethcrypto
605,Ultra Sound Money,https://vote.optimism.io/retropgf/3/application/0x5e97794e6f3b8af9c3b97da269e51387e788cb4b3c609d708aaa668538ef1de2,54658.61,RetroPGF3,,ultrasoundmoney
606,joohhnnn,https://vote.optimism.io/retropgf/3/application/0x5a041a04567ec1d38f7938f95579599846e0f9c01fcc5df978d20da56e957257,29813.79,RetroPGF3,,understanding-optimism-codebase-joohhnnn
